OWNER_CIK,OWNER_NAME,Weighted_Return_6M,Weighted_Return_1Y,Weighted_Return_18M,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Avg_Transaction_Value,Total_Transaction_Value,Transaction_Count,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Most_Common_Company_Cap_Category,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Unique_Transaction_Years
1049848,HARRIS JOHN W,-0.20,-0.15,-0.07,-0.03,0.00,0.08,0.07,0.17,0.27,-0.17,-0.15,-0.15,-0.27,-0.32,-0.34,711500,711500,1,1,D,Utilities,Large Cap,2018,2018,1
1049959,GORDON ILENE S,0.04,0.08,-0.03,0.05,0.06,0.13,-0.02,-0.01,-0.01,-0.01,0.02,-0.16,0.06,0.09,-0.02,184960,369920,2,2,IFF,Industrials,Large Cap,2019,2021,2
1051359,PAR CAPITAL MANAGEMENT INC,0.08,0.34,0.15,0.02,0.12,0.23,0.01,0.15,0.27,0.06,0.22,-0.08,0.07,0.19,-0.12,49625775,99251550,2,1,UAL,Industrials,Large Cap,2016,2016,1
1052192,CASCADE INVESTMENT LLC,-0.09,-0.01,0.12,0.02,-0.02,0.02,0.01,-0.02,0.03,-0.10,0.01,0.10,-0.09,0.01,0.09,19206793.46,76827173.85,4,1,RSG,Industrials,Large Cap,2014,2015,2
1052192,"CASCADE INVESTMENT, L.L.C.",0.08,0.15,0.34,0.02,0.00,0.09,-0.01,-0.04,0.00,0.06,0.15,0.26,0.08,0.18,0.34,9793609.486,499474083.8,51,2,ECL,Materials,Large Cap,2018,2022,3
1052783,SANDERS WILLIAM REID,-0.15,-0.02,0.11,0.07,0.07,0.06,0.02,0.06,0.09,-0.21,-0.09,0.05,-0.17,-0.09,0.02,90726.21963,2449607.93,27,1,MAA,Real Estate,Large Cap,2017,2023,3
1053890,DEBBANE RAYMOND,8.16,8.56,10.13,0.10,0.21,0.24,0.11,0.42,0.39,8.06,8.35,9.89,8.05,8.14,9.74,999993.75,999993.75,1,1,WTW,Financials,Large Cap,2016,2016,1
1053891,LAINOVIC SACHA,8.15,8.55,10.13,0.10,0.21,0.24,0.11,0.42,0.39,8.05,8.34,9.89,8.04,8.13,9.74,1000825,1000825,1,1,WTW,Financials,Large Cap,2016,2016,1
1053892,SOBECKI CHRISTOPHER J,8.03,8.42,9.98,0.10,0.21,0.24,0.11,0.42,0.39,7.93,8.21,9.74,7.92,8.00,9.59,610000,610000,1,1,WTW,Financials,Large Cap,2016,2016,1
1056513,ACKMAN WILLIAM A,2790050605481220000000000000000000000000000.00,3313223120170980000000000000000000000000000.00,4322706311548950000000000000000000000000000.00,0.02,-0.02,0.03,0.01,-0.03,-0.02,2790050605481220000000000000000000000000000.00,3313223120170980000000000000000000000000000.00,4322706311548950000000000000000000000000000.00,2790050605481220000000000000000000000000000.00,3313223120170980000000000000000000000000000.00,4322706311548950000000000000000000000000000.00,71681191.68,286724766.7,4,2,CMG,Consumer Discretionary,Large Cap,2015,2021,3
1056610,COCHRAN SANDRA B,-0.02,-0.04,-0.04,0.10,0.21,0.24,0.06,0.15,0.17,-0.12,-0.25,-0.28,-0.08,-0.19,-0.21,100965,100965,1,1,LOW,Consumer Discretionary,Large Cap,2016,2016,1
1056731,GELLERSTEDT LAWRENCE L III,0.06,0.22,0.43,0.01,0.10,0.17,-0.02,-0.01,0.06,0.05,0.12,0.26,0.08,0.23,0.37,123890.575,495562.3,4,1,BRO,Financials,Large Cap,2022,2023,2
1057687,COLLINS MICHELLE L,-0.02,0.17,0.48,0.14,0.19,0.14,0.21,0.32,0.24,-0.16,-0.02,0.34,-0.23,-0.15,0.24,99840,99840,1,1,ULTA,Consumer Discretionary,Large Cap,2017,2017,1
1057777,ROCHE JOYCE M,116000000000000.00,134000000000000.00,157000000000000.00,-0.06,0.07,0.17,0.00,0.17,0.27,116000000000000.00,133999999999999.00,156999999999999.00,116000000000000.00,133999999999999.00,156999999999999.00,99808,99808,1,1,T,Communication Services,Large Cap,2018,2018,1
1058835,HAGERTY THOMAS M,-0.03,0.01,0.14,0.02,0.04,0.04,-0.02,-0.02,-0.05,-0.05,-0.03,0.10,-0.01,0.03,0.19,3961.86,3961.86,1,1,FIS,Financials,Large Cap,2017,2017,1
1058933,COOLEY CHARLES P,-0.17,0.15,0.18,0.14,0.20,0.31,0.15,0.34,0.47,-0.31,-0.05,-0.13,-0.32,-0.20,-0.29,75464.7,226394.1,3,1,KEY,Financials,Large Cap,2016,2017,2
1059235,WAGNER SUSAN,188.06,184.44,231.41,-0.09,0.05,0.10,-0.06,0.08,0.19,188.15,184.39,231.32,188.12,184.36,231.22,93854.8,469274,5,1,AAPL,Information Technology,Mega Cap,2015,2015,1
1059452,DORRANCE BENNETT,-0.35,-0.39,-0.48,0.05,0.12,0.23,-0.01,-0.04,-0.01,-0.40,-0.51,-0.71,-0.34,-0.35,-0.47,52510022.44,52510022.44,1,1,CPB,Consumer Staples,Large Cap,2017,2017,1
1061632,AUSTIN ROXANNE S,0.29,1.01,1.88,0.13,0.18,0.38,0.31,0.39,0.76,0.16,0.83,1.50,-0.02,0.61,1.12,1384061.111,12456550,9,2,CRWD,Information Technology,Large Cap,2019,2023,3
1063294,CANION ROD,-0.33,-0.42,-0.49,0.06,0.12,0.21,0.04,0.01,-0.06,-0.39,-0.54,-0.70,-0.37,-0.43,-0.42,242075,968300,4,1,IVZ,Financials,Mid Cap,2019,2019,1
1064587,HIGDON LEO I JR,-0.29,-0.03,0.07,0.08,0.15,0.28,-0.01,0.14,0.27,-0.37,-0.18,-0.20,-0.28,-0.17,-0.20,13316.406,66582.03,5,1,CFG,Financials,Large Cap,2015,2020,3
1065266,FISHER RONALD D,0.27,0.38,0.14,0.23,0.42,0.59,0.25,0.52,0.56,0.04,-0.04,-0.45,0.02,-0.14,-0.42,36050000,36050000,1,1,TMUS,Communication Services,Mega Cap,2020,2020,1
1065414,FAEDER DAVID W,-0.03,-0.08,0.03,0.01,0.16,0.25,-0.07,-0.07,0.00,-0.04,-0.24,-0.22,0.04,-0.01,0.03,506294.15,1012588.3,2,1,FRT,Real Estate,Large Cap,2022,2022,1
1066867,PAR INVESTMENT PARTNERS LP,0.08,0.34,0.15,0.02,0.12,0.23,0.01,0.15,0.27,0.06,0.22,-0.08,0.07,0.19,-0.12,49625775,99251550,2,1,UAL,Industrials,Large Cap,2016,2016,1
1067983,BERKSHIRE HATHAWAY INC,0.09,0.06,0.11,0.03,0.09,0.16,0.13,0.18,0.21,0.06,-0.03,-0.06,-0.04,-0.12,-0.10,65903070.41,17002992166,258,6,OXY,Energy,Large Cap,2014,2024,8
1068020,SANFORD LINDA S,-0.10,-0.05,0.01,0.06,0.14,0.20,0.12,0.10,0.14,-0.16,-0.20,-0.19,-0.22,-0.16,-0.14,78498.7525,313995.01,4,2,ED,Communication Services,Large Cap,2015,2021,4
1068341,BROCKBANK MARK ELLWOOD,4.47,3.92,5.56,-0.03,0.11,0.18,0.07,0.04,0.16,4.50,3.81,5.38,4.40,3.88,5.40,185892.45,371784.9,2,1,WRB,Financials,Large Cap,2022,2022,1
1068731,GUPTA RAJIV,-0.14,-0.02,0.25,0.01,0.05,0.17,-0.01,0.05,0.31,-0.15,-0.07,0.08,-0.13,-0.07,-0.06,960000,960000,1,1,HPQ,Information Technology,Large Cap,2015,2015,1
1069725,FOSTER VINCENT D,0.24,0.41,0.43,0.15,0.29,0.23,0.17,0.27,0.08,0.09,0.12,0.19,0.07,0.13,0.35,34731.00667,312579.06,9,1,PWR,Industrials,Large Cap,2018,2020,3
1070938,FRIBOURG PAUL J,-0.08,-0.38,0.04,0.11,0.05,0.26,0.06,-0.01,0.15,-0.19,-0.43,-0.22,-0.14,-0.37,-0.11,1006065,1006065,1,1,BG,Consumer Staples,Large Cap,2019,2019,1
1071252,SASTRE MARIA,-0.20,-0.02,-0.04,-0.03,0.02,0.18,-0.01,0.09,0.17,-0.17,-0.04,-0.22,-0.19,-0.11,-0.21,47370,47370,1,1,GIS,Consumer Staples,Large Cap,2018,2018,1
1071518,HECKMAN GREGORY A,-0.06,0.43,0.48,0.14,0.29,0.48,0.08,0.07,0.21,-0.20,0.15,0.00,-0.13,0.36,0.27,2196123.16,8784492.64,4,1,BG,Consumer Staples,Large Cap,2019,2020,2
1072522,DUPERREAULT BRIAN,-0.19,-0.25,-0.41,0.09,0.15,0.16,0.13,0.21,0.16,-0.28,-0.40,-0.57,-0.32,-0.46,-0.57,4918400,4918400,1,1,AIG,Financials,Large Cap,2017,2017,1
1073185,MULLER KLAUS PETER,-0.16,-0.16,-0.10,0.03,0.03,0.12,-0.01,0.02,0.09,-0.20,-0.19,-0.22,-0.15,-0.18,-0.19,199625,399250,2,1,PH,Industrials,Large Cap,2015,2017,2
1075285,CLONINGER KRISS III,-0.05,-0.31,-0.27,-0.08,-0.20,-0.12,-0.10,-0.15,-0.19,0.03,-0.11,-0.15,0.05,-0.16,-0.08,137680,137680,1,1,GPN,Financials,Large Cap,2021,2021,1
1077495,WILDER C JOHN,0.07,0.19,0.00,0.04,0.02,-0.11,-0.01,0.13,-0.03,0.03,0.17,0.10,0.08,0.06,0.03,2466989.664,138151421.2,56,1,EVRG,Utilities,Large Cap,2021,2021,1
1077961,SMUCKER TIMOTHY P,-0.05,-0.07,-0.08,0.08,0.20,0.21,0.11,0.19,0.17,-0.13,-0.27,-0.29,-0.16,-0.26,-0.25,537096.6667,1611290,3,1,SJM,Consumer Staples,Large Cap,2018,2018,1
1079850,SIMON DAVID,-0.04,0.57,0.84,0.34,0.57,0.77,0.16,0.26,0.51,-0.38,0.00,0.07,-0.20,0.31,0.33,9124500,9124500,1,1,SPG,Real Estate,Large Cap,2020,2020,1
1080992,RHODES WILLIAM C III,-0.07,-0.06,0.06,0.03,0.12,0.23,0.05,0.07,0.08,-0.11,-0.18,-0.17,-0.12,-0.14,-0.02,129945.3933,779672.36,6,1,DG,Consumer Staples,Large Cap,2015,2022,5
1081717,LIPSCHULTZ MARC S,-0.08,0.04,0.14,0.08,0.15,0.30,-0.12,-0.06,-0.09,-0.16,-0.11,-0.16,0.04,0.10,0.23,15527.94875,124223.59,8,1,HES,Energy,Large Cap,2017,2020,4
1082843,FORSGREN JOHN H,-0.23,-0.15,-0.24,0.11,0.19,0.26,0.09,0.18,0.06,-0.34,-0.34,-0.50,-0.32,-0.33,-0.30,77800,155600,2,1,DUK,Utilities,Large Cap,2016,2016,1
1082870,DORMAN DAVID W,-0.12,-0.24,-0.23,-0.02,0.02,0.09,-0.02,0.02,0.04,-0.10,-0.26,-0.32,-0.10,-0.26,-0.27,413600.3863,3308803.09,8,2,PYPL,Financials,Large Cap,2018,2022,4
1082906,HOAG JAY C,0.58,1.07,1.71,0.05,0.14,0.28,-0.06,-0.15,-0.11,0.53,0.93,1.43,0.64,1.22,1.82,4007500,80150000,20,1,NFLX,Communication Services,Mega Cap,2016,2016,1
1082930,ROSENFELD IRENE B,-0.03,0.70,0.46,0.03,0.17,0.35,0.17,0.43,0.61,-0.06,0.53,0.11,-0.20,0.27,-0.15,42300,42300,1,1,QCOM,Information Technology,Large Cap,2019,2019,1
1083166,BRUCKMANN BRUCE,0.19,-0.09,0.10,0.12,0.17,0.26,0.10,0.23,0.39,0.08,-0.26,-0.16,0.09,-0.32,-0.28,82526,412630,5,1,MHK,Consumer Discretionary,Mid Cap,2018,2019,2
1083206,DONALD ARNOLD W,0.03,-0.28,-0.60,0.15,0.18,0.25,0.14,0.20,0.36,-0.12,-0.46,-0.85,-0.11,-0.48,-0.96,499978.2375,1999912.95,4,1,CCL,Consumer Discretionary,Large Cap,2018,2019,2
1083211,GRANT HUGH,-0.26,-0.05,-0.17,-0.13,-0.05,-0.01,-0.15,-0.07,-0.12,-0.13,0.00,-0.16,-0.11,0.02,-0.05,501225,501225,1,1,FCX,Materials,Large Cap,2022,2022,1
1084355,CREAMER GLENN M,-0.06,0.10,0.07,0.02,-0.02,0.00,0.01,0.03,0.02,-0.08,0.12,0.07,-0.07,0.06,0.05,21001.51,42003.02,2,1,CDW,Information Technology,Large Cap,2014,2014,1
1084356,SALEM PAUL J,0.41,0.39,0.73,0.13,0.16,0.35,0.16,0.20,0.48,0.27,0.23,0.38,0.24,0.19,0.25,4892842.5,29357055,6,1,MGM,Consumer Discretionary,Large Cap,2019,2022,3
1084501,ZELNAK STEPHEN P JR,-0.01,0.17,0.36,-0.01,0.00,0.06,-0.08,-0.06,-0.02,0.01,0.17,0.31,0.08,0.24,0.39,211989.2297,6147687.66,29,1,MLM,Materials,Large Cap,2014,2020,7
1086247,WARD JACKIE M,-0.08,-0.06,0.08,0.08,0.16,0.27,-0.04,0.05,0.05,-0.15,-0.22,-0.19,-0.03,-0.11,0.02,150767.5,301535,2,1,SYY,Consumer Staples,Large Cap,2016,2016,1
1087939,BAKER JULIAN,0.12,0.51,0.36,0.02,0.06,0.13,0.05,0.06,0.11,0.11,0.45,0.23,0.08,0.45,0.25,5387455.991,560295423.1,104,1,INCY,Health Care,Large Cap,2016,2022,5
1087940,BAKER FELIX,0.12,0.51,0.36,0.02,0.06,0.13,0.05,0.06,0.11,0.11,0.45,0.23,0.08,0.45,0.25,5387455.991,560295423.1,104,1,INCY,Health Care,Large Cap,2016,2022,5
1087997,HESS JOHN B,-0.16,-0.20,-0.22,0.04,0.06,0.18,-0.02,0.02,0.04,-0.20,-0.27,-0.40,-0.14,-0.22,-0.26,1931352.589,13519468.12,7,1,HES,Energy,Large Cap,2015,2016,2
1090353,THORNTON JOHN L,-0.19,-0.15,-0.09,0.13,0.07,0.16,0.07,0.04,0.17,-0.32,-0.22,-0.25,-0.26,-0.19,-0.26,100113.2,200226.4,2,1,F,Consumer Discretionary,Large Cap,2019,2021,2
1090724,THOMAS LEE M,-0.68,-0.60,-0.56,-0.04,0.02,0.15,-0.10,-0.03,0.09,-0.64,-0.62,-0.71,-0.58,-0.57,-0.65,41086.86,123260.58,3,2,DD,Materials,Large Cap,2015,2020,3
1092063,HOBBY PAUL W,0.05,0.52,1.48,0.14,0.23,0.41,-0.06,-0.09,-0.01,-0.09,0.29,1.07,0.11,0.61,1.49,109795,109795,1,1,NRG,Utilities,Large Cap,2022,2022,1
1094159,JUNIUS DANIEL M,-0.02,0.45,0.90,-0.08,0.03,0.09,-0.13,-0.02,-0.08,0.06,0.42,0.81,0.11,0.47,0.98,73150,73150,1,1,IDXX,Health Care,Large Cap,2015,2015,1
1094176,SZOSTAK M ANNE,0.59,1.03,1.22,0.14,0.22,0.26,0.13,0.11,0.18,0.45,0.81,0.96,0.46,0.92,1.04,139880,139880,1,1,IDXX,Health Care,Large Cap,2016,2016,1
1097587,SOLSO THEODORE M,-0.09,0.54,0.52,0.10,0.23,0.43,0.28,0.34,0.49,-0.19,0.31,0.09,-0.37,0.20,0.03,49983.22,49983.22,1,1,GM,Consumer Discretionary,Large Cap,2020,2020,1
1101124,ANDERSON DAVID J,-0.15,-0.10,-0.09,0.03,0.15,0.05,-0.01,0.07,-0.03,-0.18,-0.25,-0.14,-0.14,-0.17,-0.06,75638,226914,3,2,CAH,Health Care,Large Cap,2015,2023,2
1101225,MCDANIEL CONNIE D,-0.18,-0.26,-0.37,0.01,-0.05,-0.07,0.05,-0.10,-0.04,-0.19,-0.21,-0.30,-0.23,-0.16,-0.33,199502,199502,1,1,GPN,Financials,Large Cap,2021,2021,1
1101785,Viking Global Equities LP,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1103804,VIKING GLOBAL INVESTORS LP,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1105078,SMUCKER RICHARD K,-0.02,-0.15,-0.08,0.05,0.16,0.11,0.00,0.06,0.03,-0.07,-0.31,-0.19,-0.02,-0.21,-0.11,1557900,3115800,2,1,SJM,Consumer Staples,Large Cap,2017,2018,2
1105475,MONAHAN WILLIAM T,-0.18,0.06,-0.07,0.07,0.20,0.28,0.07,0.22,0.32,-0.25,-0.14,-0.34,-0.25,-0.17,-0.39,75377,150754,2,1,MOS,Materials,Mid Cap,2016,2019,2
1105577,DUNCAN BRUCE W,-0.16,0.09,0.21,0.19,0.47,0.63,0.10,0.33,0.52,-0.36,-0.38,-0.43,-0.27,-0.24,-0.31,432122.5,1728490,4,1,BXP,Real Estate,Large Cap,2020,2020,1
1106232,LEIGHTON F THOMSON,0.17,0.20,0.19,0.09,0.17,0.22,0.16,0.31,0.42,0.08,0.03,-0.03,0.01,-0.11,-0.24,182246.1677,26061201.98,143,1,AKAM,Information Technology,Large Cap,2016,2023,4
1106627,FERNANDEZ RAUL J,9682781025399010000000000000000000000000000000000000000000000000000000000000.00,10242388148974700000000000000000000000000000000000000000000000000000000000000.00,13376234684606000000000000000000000000000000000000000000000000000000000000000.00,-0.03,-0.04,0.00,-0.06,-0.06,0.06,9682781025399010000000000000000000000000000000000000000000000000000000000000.00,10242388148974700000000000000000000000000000000000000000000000000000000000000.00,13376234684606000000000000000000000000000000000000000000000000000000000000000.00,9682781025399010000000000000000000000000000000000000000000000000000000000000.00,10242388148974700000000000000000000000000000000000000000000000000000000000000.00,13376234684606000000000000000000000000000000000000000000000000000000000000000.00,42586.23714,596207.32,14,1,AVGO,Information Technology,Mega Cap,2020,2022,3
1106770,ADVANCE/NEWHOUSE PARTNERSHIP,-0.42,-0.16,-0.16,0.14,0.00,0.00,0.29,0.00,0.00,-0.56,-0.16,-0.16,-0.71,-0.16,-0.16,124900000,124900000,1,1,WBD,Communication Services,Large Cap,2023,2023,1
1106860,STOOPS JEFFREY,-0.10,-0.03,0.20,0.05,0.06,0.11,-0.09,-0.01,0.09,-0.15,-0.09,0.09,-0.01,-0.02,0.11,1811.48,1811.48,1,1,SBAC,Real Estate,Large Cap,2017,2017,1
1108220,WALSH TIMOTHY J.,-0.02,-0.32,-0.16,0.03,-0.01,0.00,0.01,-0.04,-0.01,-0.05,-0.31,-0.16,-0.03,-0.28,-0.15,1054250,1054250,1,1,GNRC,Industrials,Large Cap,2014,2014,1
1108889,DEL GIUDICE MICHAEL J,-0.26,-0.17,-0.02,0.06,-0.03,0.05,0.06,0.03,0.17,-0.32,-0.14,-0.07,-0.32,-0.20,-0.19,234.7825,939.13,4,1,ED,Utilities,Large Cap,2014,2015,2
1110176,LEVY PAUL S,0.25,0.01,-0.08,0.09,0.15,0.10,0.09,0.11,0.06,0.17,-0.14,-0.18,0.17,-0.10,-0.14,7267000,14534000,2,1,BLDR,Industrials,Large Cap,2017,2018,2
1110744,Hassan Fred,-0.31,-0.18,-0.18,-0.09,0.05,0.13,-0.13,-0.02,-0.03,-0.22,-0.23,-0.31,-0.18,-0.16,-0.15,250787.5,501575,2,1,AMGN,Health Care,Large Cap,2015,2015,1
1110750,COUGHLIN CHRISTOPHER J,0.05,-0.15,-0.17,-0.07,0.01,0.00,0.01,0.02,-0.06,0.12,-0.16,-0.17,0.04,-0.17,-0.11,976440,976440,1,1,CNC,Health Care,Large Cap,2022,2022,1
1110858,ENDRES MICHAEL J,-0.23,0.11,0.10,0.12,0.18,0.28,0.10,0.33,0.44,-0.35,-0.07,-0.18,-0.33,-0.22,-0.34,260700,260700,1,1,HBAN,Financials,Large Cap,2016,2016,1
1112072,FARAH ROGER N,0.00,-0.09,0.14,0.18,0.28,0.26,0.41,0.58,0.49,-0.18,-0.37,-0.12,-0.41,-0.67,-0.35,749.62,749.62,1,1,PGR,Financials,Large Cap,2020,2020,1
1115715,MANNING ROBERT J,-0.08,0.03,0.04,0.00,0.11,0.28,0.09,0.12,0.30,-0.08,-0.08,-0.24,-0.17,-0.09,-0.26,2565000,2565000,1,1,SWK,Industrials,Large Cap,2022,2022,1
1116534,MCKENNA WILLIAM ANDREW,0.55,0.35,0.62,0.12,0.14,0.06,0.14,0.25,0.16,0.43,0.21,0.56,0.41,0.10,0.46,152100,152100,1,1,AZO,Consumer Discretionary,Large Cap,2017,2017,1
1116722,MCWHINNEY DEBORAH D,0.91,1.02,0.46,0.11,0.20,0.14,0.17,0.19,0.21,0.80,0.82,0.32,0.74,0.83,0.25,49910.92,99821.84,2,1,BWA,Consumer Discretionary,Mid Cap,2018,2018,1
1119603,BENNETT ROBERT R,-0.01,0.22,0.32,0.05,0.18,0.24,0.05,0.20,0.37,-0.05,0.04,0.08,-0.06,0.02,-0.06,400992,2004960,5,2,WBD,Communication Services,Large Cap,2020,2022,2
1120621,BOSKIN MICHAEL J,-0.13,-0.12,-0.01,0.04,0.04,0.06,0.09,0.06,0.13,-0.17,-0.16,-0.07,-0.22,-0.18,-0.14,48990,48990,1,1,ORCL,Information Technology,Mega Cap,2017,2017,1
1121300,SHAPARD ROBERT S,0.13,0.54,0.92,0.04,0.23,0.08,0.02,0.23,0.08,0.10,0.31,0.84,0.12,0.31,0.84,193886.6667,581660,3,1,LDOS,Industrials,Large Cap,2016,2023,2
1121404,Sanofi,-0.02,0.00,-0.05,0.09,0.13,0.16,0.09,0.11,0.15,-0.10,-0.13,-0.22,-0.11,-0.11,-0.20,3152701.232,636845648.9,202,1,REGN,Health Care,Large Cap,2014,2017,4
1123485,LEWIS RANDALL J,0.18,0.32,0.42,0.13,0.14,0.00,0.08,0.08,0.00,0.04,0.18,0.42,0.10,0.24,0.42,3454.17,13816.68,4,1,SPG,Real Estate,Large Cap,2023,2024,2
1126218,Casale Carl M,-0.04,0.07,0.15,0.08,0.11,0.13,0.11,0.08,0.01,-0.12,-0.04,0.02,-0.15,-0.01,0.14,631650,631650,1,1,ECL,Materials,Large Cap,2017,2017,1
1127121,DINDO KATHRYN W,0.06,-0.05,-0.03,0.17,0.30,0.21,0.16,0.25,0.13,-0.11,-0.35,-0.24,-0.10,-0.30,-0.16,46100,46100,1,1,SJM,Consumer Staples,Large Cap,2018,2018,1
1127289,HOLLIDAY CHARLES O JR,-0.14,-0.02,-0.10,0.04,0.16,0.26,-0.03,0.10,0.17,-0.18,-0.18,-0.36,-0.11,-0.12,-0.27,318720,318720,1,1,HCA,Health Care,Large Cap,2016,2016,1
1127294,JULIBER LOIS D,-0.90,-0.90,-0.89,-0.05,-0.04,0.02,-0.13,-0.09,-0.06,-0.85,-0.86,-0.91,-0.77,-0.81,-0.83,70130,70130,1,1,DD,Materials,Large Cap,2015,2015,1
1128800,CLOUD SANFORD JR,-0.17,-0.07,-0.15,0.11,0.16,0.31,0.05,0.14,0.02,-0.28,-0.23,-0.46,-0.22,-0.21,-0.17,23366.88,23366.88,1,1,ES,Utilities,Large Cap,2016,2016,1
1129136,GUSTAFSSON ANDERS,-0.05,0.28,0.61,0.07,0.17,0.05,0.13,0.28,0.07,-0.13,0.10,0.56,-0.18,0.00,0.53,325370.75,1301483,4,1,ZBRA,Information Technology,Large Cap,2015,2023,2
1129149,BLINN MARK A,-0.34,-0.05,0.22,-0.10,0.15,0.34,-0.28,0.04,0.28,-0.24,-0.20,-0.12,-0.06,-0.09,-0.06,102354,102354,1,1,EMR,Industrials,Large Cap,2019,2019,1
1130334,"WESCHLER, R. TED",0.10,0.04,0.02,0.02,0.03,0.01,0.07,0.07,0.03,0.08,0.01,0.01,0.03,-0.03,-0.01,13997081.62,69985408.12,5,1,DVA,Health Care,Large Cap,2014,2014,1
1131765,COCROFT DUNCAN,-0.05,0.13,0.35,0.07,0.09,0.18,-0.01,0.05,0.09,-0.11,0.04,0.17,-0.04,0.08,0.26,73322.5,293290,4,1,SBAC,Real Estate,Large Cap,2014,2018,3
1132625,VIKING GLOBAL PERFORMANCE LLC,37.80,44.79,55.45,0.05,0.05,0.17,0.03,0.00,0.07,37.75,44.75,55.28,37.78,44.79,55.38,15000000,45000000,3,1,AXON,Industrials,Large Cap,2018,2019,2
1133006,HALVORSEN OLE ANDREAS,43.14,47.54,61.17,0.07,0.05,0.18,0.05,0.00,0.06,43.07,47.49,60.99,43.09,47.54,61.10,13000000.1,65000000.5,5,1,AXON,Industrials,Large Cap,2018,2019,2
1134702,JENSEN DERRICK A,0.29,0.39,0.31,0.14,0.27,0.23,0.15,0.25,0.08,0.15,0.12,0.08,0.14,0.14,0.23,124626,249252,2,1,PWR,Industrials,Large Cap,2018,2018,1
1136550,HORN KAREN N,-0.02,0.10,0.21,0.05,0.10,0.17,-0.01,0.01,0.00,-0.07,0.00,0.04,-0.01,0.09,0.21,45799.055,549588.66,12,1,SPG,Real Estate,Large Cap,2020,2023,4
1136562,PLANT JOHN C,-0.02,0.18,0.30,0.05,0.14,0.25,0.07,0.20,0.36,-0.07,0.03,0.05,-0.09,-0.02,-0.07,694.5666667,2083.7,3,2,MAS,Industrials,Large Cap,2015,2016,2
1139036,ZENNER PATRICK J,0.08,0.24,0.38,0.04,0.11,0.17,0.06,0.12,0.14,0.04,0.14,0.21,0.02,0.12,0.24,19191.504,95957.52,5,1,WST,Health Care,Large Cap,2016,2019,4
1139497,LENNY RICHARD H,-0.02,0.02,0.09,0.10,0.18,0.13,0.09,0.22,0.19,-0.12,-0.16,-0.04,-0.10,-0.20,-0.10,286369.066,1431845.33,5,2,CAG,Consumer Staples,Large Cap,2018,2023,4
1139942,LEVY JONATHAN A,-0.21,0.19,0.08,0.14,0.23,0.26,0.15,0.44,0.44,-0.35,-0.04,-0.18,-0.36,-0.25,-0.36,84977.24,169954.48,2,1,HBAN,Financials,Large Cap,2016,2016,1
1141658,HAWLEY RICHARD L,-0.06,0.04,-0.22,0.03,0.12,0.25,0.10,0.19,0.04,-0.09,-0.08,-0.47,-0.16,-0.15,-0.26,27815,27815,1,1,EVRG,Utilities,Large Cap,2019,2019,1
1141722,FOSTER JAMES C,0.28,0.16,0.12,0.16,0.00,0.00,0.12,0.00,0.00,0.12,0.16,0.12,0.16,0.16,0.12,1000641,1000641,1,1,CRL,Health Care,Large Cap,2023,2023,1
1142083,HIGGINS ARTHUR J,0.68,0.89,0.69,0.03,0.09,0.03,0.00,0.06,0.02,0.64,0.80,0.66,0.67,0.83,0.67,108147,540735,5,1,ZBH,Health Care,Large Cap,2015,2023,4
1142318,BRITELL JENNE K,0.43,1.14,0.89,0.11,0.16,0.19,0.13,0.19,0.19,0.32,0.99,0.70,0.30,0.95,0.70,76617.725,153235.45,2,1,URI,Industrials,Large Cap,2016,2018,2
1142618,NYE JEAN HALLORAN,0.34,0.09,0.26,0.19,0.09,0.02,0.27,0.14,0.05,0.15,0.00,0.24,0.07,-0.05,0.21,50535,50535,1,1,KEYS,Information Technology,Large Cap,2021,2021,1
1142618,NYE JEAN MCCLUNG,-0.10,-0.23,-0.16,0.05,0.14,0.33,0.19,0.41,0.70,-0.15,-0.37,-0.49,-0.29,-0.64,-0.86,100579,100579,1,1,KEYS,Information Technology,Large Cap,2022,2022,1
1142627,SULLIVAN WILLIAM P,-0.08,-0.12,0.03,0.18,0.37,0.51,0.10,0.13,0.24,-0.26,-0.49,-0.48,-0.18,-0.25,-0.21,1237.72,1237.72,1,1,EIX,Utilities,Large Cap,2020,2020,1
1143422,SUMME GREGORY L,-0.06,-0.25,-0.15,0.07,-0.01,0.19,0.07,-0.22,-0.10,-0.13,-0.24,-0.34,-0.13,-0.03,-0.05,193500,193500,1,1,STT,Financials,Large Cap,2019,2019,1
